xcoord;ycoord;totalspr;rarespr;calc;fdd;gdd;wab;altitude;relalt;betnan;dryoct;empher;gersyl;linbor;phycae;rangla;vacmyr;vacvit
3244500;7676500;130;1;46;-1521.0;599.5;347.5;490;136;1;0;1;1;1;1;0;1;1
3244500;7677500;131;1;67;-1518.9;598.6;349.8;493;76;1;0;1;1;1;1;0;1;1
3245500;7676500;145;1;67;-1520.0;609.8;343.6;476;75;1;0;1;1;1;1;0;1;1
3245500;7677500;149;1;57;-1532.7;581.8;351.7;514;84;1;0;1;1;1;1;0;1;1
3245500;7678500;165;9;86;-1571.8;509.0;369.3;611;208;1;1;1;1;1;1;0;1;1
3246500;7675500;108;0;52;-1532.8;607.2;340.6;475;85;1;0;1;1;1;1;0;1;1
3246500;7676500;137;1;59;-1541.4;585.4;347.3;506;125;1;0;1;1;1;1;0;1;1
3246500;7677500;170;5;57;-1550.0;563.4;354.0;537;99;1;0;1;1;1;1;0;1;1
3246500;7678500;154;13;88;-1598.9;473.6;375.1;662;338;1;1;1;1;1;1;1;1;1
3246500;7679500;94;2;44;-1683.2;352.0;402.1;841;262;1;0;1;1;1;1;1;1;1
3247500;7675500;122;3;48;-1539.2;612.1;338.2;465;81;1;0;1;1;1;1;0;1;1
3247500;7676500;141;1;52;-1546.5;592.3;344.4;492;69;1;0;1;1;1;1;0;1;1
3247500;7677500;177;7;71;-1566.3;551.6;355.1;550;137;1;0;1;1;1;1;0;1;1
3247500;7678500;168;14;63;-1670.1;390.4;390.4;780;334;1;1;1;1;1;1;1;1;1
3247500;7679500;63;3;28;-1725.4;313.5;408.0;900;163;1;0;1;0;0;1;1;1;1
3247500;7680500;106;2;25;-1693.1;339.4;405.0;855;190;1;0;1;0;1;1;1;1;1
3248500;7675500;104;1;41;-1553.2;610.8;337.3;461;70;1;0;1;1;1;1;0;1;1
3248500;7676500;164;6;65;-1561.3;588.8;344.0;490;84;1;0;1;1;1;1;0;1;1
3248500;7677500;169;6;73;-1588.3;530.7;358.2;571;199;1;1;1;1;1;1;0;1;1
3248500;7678500;129;5;34;-1651.4;406.2;385.6;752;229;1;0;1;1;1;1;1;1;1
3248500;7679500;96;4;25;-1662.5;377.7;393.3;795;251;1;0;1;1;1;1;1;1;1
3248500;7680500;145;4;25;-1621.1;422.0;386.4;729;226;1;0;1;1;1;1;1;1;1
3249500;7676500;180;21;84;-1588.7;566.4;347.6;514;211;1;1;1;1;1;1;0;1;1
3249500;7677500;173;12;41;-1621.1;488.4;365.8;620;169;1;1;1;1;1;1;0;1;1
3249500;7678500;133;2;26;-1587.3;508.1;362.6;606;227;1;0;1;1;1;1;1;1;1
3249500;7679500;141;2;25;-1571.2;515.3;362.7;602;200;1;0;1;1;1;1;0;1;1
3249500;7682500;148;1;25;-1561.3;525.1;367.4;587;168;1;0;1;1;1;1;0;1;1
3250500;7675500;119;1;56;-1607.3;595.5;338.5;468;69;1;0;1;1;1;1;0;1;1
3250500;7676500;193;18;84;-1647.3;484.9;363.3;618;258;1;1;1;1;1;1;0;1;1
3250500;7677500;159;10;44;-1617.7;500.7;361.5;604;188;1;1;1;1;1;1;0;1;1
3250500;7678500;131;2;27;-1545.5;585.3;344.4;503;100;1;0;1;1;1;1;0;1;1
3250500;7683500;108;1;25;-1556.7;518.0;369.5;589;110;1;0;1;1;0;1;0;1;1
3251500;7675500;113;4;51;-1621.2;597.1;336.6;464;49;1;0;1;1;1;1;0;1;1
3251500;7676500;246;32;83;-1617.3;539.2;350.1;542;281;1;1;1;1;1;1;1;1;1
3251500;7677500;240;22;62;-1570.4;578.2;343.0;505;208;1;1;1;1;1;1;1;1;1
3251500;7678500;136;2;30;-1538.0;596.5;340.1;489;66;1;0;1;1;1;1;0;1;1
3252500;7679500;140;4;25;-1562.7;543.5;351.4;563;110;1;0;1;1;1;1;0;1;1
3252500;7680500;109;2;25;-1571.1;529.6;356.7;577;99;1;0;1;0;1;1;0;1;1
3253500;7679500;144;9;25;-1657.3;408.2;378.2;757;323;1;1;1;1;1;1;0;1;1
3254500;7669500;178;5;12;-1665.8;561.7;327.4;518;137;1;0;1;1;1;1;0;1;1
3254500;7678500;101;2;25;-1708.3;355.6;385.2;826;151;1;0;1;0;1;1;0;1;1
3254500;7679500;117;8;25;-1750.0;312.2;395.9;901;163;1;1;1;1;1;1;1;1;1
3255500;7659500;140;1;0;-1652.3;620.9;294.7;470;151;1;0;0;1;1;1;0;1;1
3255500;7670500;139;3;21;-1649.1;573.4;324.8;501;138;1;0;1;1;1;1;0;1;1
3255500;7671500;121;0;20;-1628.8;594.3;321.9;479;78;1;0;1;1;1;1;0;1;1
3255500;7672500;155;3;21;-1638.1;568.3;329.1;517;107;1;0;1;1;1;1;0;1;1
3255500;7673500;161;12;44;-1668.7;503.0;344.7;605;192;1;1;1;1;1;1;0;1;1
3255500;7674500;195;25;90;-1775.7;360.2;374.9;811;378;1;1;1;1;1;1;1;1;1
3255500;7677500;91;2;25;-1722.0;373.1;378.1;803;147;1;0;1;0;1;1;1;1;1
3255500;7678500;110;4;25;-1698.0;366.8;381.3;811;117;1;0;1;0;1;1;1;1;1
3256500;7659500;135;3;0;-1714.8;520.9;314.7;601;249;1;0;1;1;1;1;0;1;1
3256500;7671500;121;1;21;-1633.5;561.2;326.4;535;129;1;0;1;1;1;1;0;1;1
3256500;7674500;135;2;53;-1673.5;459.8;353.2;673;60;1;0;1;0;1;1;0;1;1
3256500;7677500;115;2;31;-1790.9;311.3;388.8;904;123;1;0;1;0;1;1;1;1;1
3256500;7678500;68;1;44;-1711.9;360.2;380.9;819;289;1;0;1;0;1;1;1;1;1
3257500;7658500;104;1;0;-1658.7;614.7;291.2;482;143;1;0;1;1;1;1;0;1;1
3257500;7666500;124;2;0;-1659.6;608.5;306.5;470;71;1;0;1;1;1;1;0;1;1
3257500;7671500;110;1;3;-1645.4;522.2;332.4;592;152;1;0;1;1;1;1;0;1;1
3257500;7676500;95;1;71;-1788.6;315.5;384.4;901;175;1;0;1;0;1;1;0;1;1
3257500;7677500;87;3;74;-1741.7;363.3;376.7;821;311;1;0;1;0;1;1;1;1;1
3258500;7666500;117;1;0;-1662.9;585.5;309.2;510;172;1;0;1;1;1;1;0;1;1
3258500;7671500;105;1;0;-1650.2;508.8;333.3;612;151;1;0;1;1;1;1;0;1;1
3258500;7676500;136;12;40;-1709.6;402.6;365.1;760;296;1;1;1;1;1;1;1;1;1
3259500;7666500;123;1;0;-1686.3;525.5;319.7;596;187;1;0;1;1;1;1;0;1;1
3259500;7671500;105;1;0;-1650.7;504.4;332.4;621;54;1;0;1;1;1;1;0;1;1
3260500;7658500;93;1;21;-1738.9;482.9;314.9;658;154;1;0;1;1;1;1;0;1;1
3260500;7666500;119;1;0;-1689.5;507.1;321.5;628;184;1;0;1;1;1;1;0;1;1
3260500;7670500;99;1;0;-1668.6;473.5;335.4;667;183;1;0;1;1;1;1;0;1;1
3260500;7672500;73;1;0;-1679.6;452.4;343.8;694;159;1;0;1;0;1;1;0;1;1
3261500;7655500;115;2;11;-1663.6;638.7;276.4;448;42;1;0;1;1;1;1;0;1;1
3261500;7656500;130;2;18;-1664.8;627.7;279.9;461;88;1;0;1;1;1;1;0;1;1
3261500;7659500;121;1;24;-1698.4;543.3;301.9;577;104;1;0;1;1;1;1;0;1;1
3261500;7666500;102;1;0;-1736.0;445.3;333.5;717;303;1;1;1;0;1;1;0;1;1
3261500;7670500;99;1;0;-1667.6;481.9;332.0;656;85;1;0;1;1;1;1;0;1;1
3262500;7654500;129;3;23;-1692.7;633.8;275.2;455;58;1;0;1;1;1;1;0;1;1
3262500;7655500;121;1;25;-1666.4;634.5;275.9;455;44;1;0;1;1;1;1;0;1;1
3262500;7665500;98;1;0;-1744.9;438.4;332.1;715;122;1;0;1;1;1;1;0;1;1
3262500;7666500;134;5;0;-1782.7;393.8;343.1;791;258;1;0;1;1;1;1;1;1;1
3262500;7670500;94;1;0;-1676.3;478.5;331.3;659;54;1;0;1;0;1;1;0;1;1
3262500;7690500;103;2;25;-1638.7;355.3;396.2;813;70;1;0;1;0;1;1;0;1;1
3262500;7691500;105;2;25;-1658.0;324.7;404.4;861;174;1;0;1;1;1;1;0;1;1
3262500;7692500;62;1;25;-1732.0;253.6;420.7;978;176;1;0;1;0;0;1;1;1;1
3263500;7655500;90;2;25;-1676.2;616.9;278.2;477;84;1;0;1;0;1;1;0;1;1
3263500;7665500;100;1;0;-1740.0;455.5;327.0;690;108;1;0;1;1;1;1;0;1;1
3263500;7666500;100;1;0;-1797.1;381.3;344.5;806;219;1;0;1;0;1;1;0;1;1
3263500;7670500;94;1;0;-1678.6;480.9;329.2;656;67;1;0;1;0;1;1;0;1;1
3263500;7672500;121;2;0;-1710.2;425.3;345.0;729;153;1;0;1;1;1;1;0;1;1
3263500;7673500;69;1;0;-1726.4;407.0;350.9;750;148;1;0;1;0;0;1;0;1;1
3263500;7690500;116;2;25;-1654.2;340.0;397.5;838;126;1;0;1;0;1;1;0;1;1
3263500;7691500;127;3;25;-1623.4;358.0;396.0;806;95;1;0;1;0;1;1;0;1;1
3263500;7692500;143;5;25;-1660.1;320.2;405.7;868;242;1;1;1;1;1;1;1;1;1
3263500;7693500;87;1;25;-1754.7;229.1;426.0;1019;146;1;0;1;0;1;1;1;1;1
3264500;7650500;115;1;2;-1715.3;640.1;266.2;451;59;1;0;1;1;1;1;0;1;1
3264500;7656500;109;2;23;-1663.1;630.5;274.9;463;61;1;0;1;1;1;1;0;1;1
3264500;7657500;103;1;6;-1705.3;553.3;292.7;571;359;1;0;1;1;1;1;0;1;1
3264500;7658500;50;0;0;-1826.3;378.7;331.9;817;267;1;0;1;0;1;1;0;1;1
3264500;7664500;87;0;0;-1736.1;473.9;320.1;666;50;1;0;1;1;1;1;0;1;1
3264500;7670500;99;1;0;-1683.6;477.0;328.6;659;117;1;0;1;0;1;1;0;1;1
3264500;7675500;94;1;0;-1691.5;449.6;344.1;686;59;1;0;1;0;1;1;0;1;1
3264500;7689500;71;2;25;-1794.4;236.2;414.3;1014;153;1;0;1;0;1;1;1;0;1
3264500;7690500;140;8;25;-1710.2;290.2;405.6;917;238;1;0;1;0;1;1;1;1;1
3264500;7691500;135;11;25;-1654.5;332.5;399.3;849;171;1;1;1;1;1;1;1;1;1
3264500;7692500;205;22;25;-1654.9;326.7;402.6;861;322;1;1;1;1;1;1;1;1;1
3265500;7649500;137;1;7;-1716.6;652.7;261.3;437;52;1;0;1;1;1;1;0;1;1
3265500;7650500;125;2;18;-1720.7;634.8;266.1;462;126;1;0;1;1;1;1;0;1;1
3265500;7653500;99;1;25;-1730.7;593.3;278.4;512;118;1;0;1;1;1;1;0;1;1
3265500;7655500;80;1;17;-1713.7;588.3;281.3;523;133;1;0;1;1;1;1;0;1;1
3265500;7669500;103;1;0;-1802.8;366.5;349.4;828;147;1;0;1;1;1;1;0;1;1
3265500;7670500;103;1;0;-1690.9;476.5;327.3;662;153;1;0;1;1;1;1;0;1;1
3265500;7683500;58;1;25;-1805.3;266.6;394.5;973;133;1;0;1;0;0;1;1;1;1
3265500;7684500;17;1;25;-1817.3;252.6;399.3;996;81;0;0;0;0;0;1;1;0;0
3265500;7688500;72;2;25;-1788.8;245.0;408.8;998;91;1;0;1;0;1;1;1;0;1
3265500;7689500;101;8;25;-1850.5;194.0;422.3;1088;214;1;1;1;0;1;1;1;1;1
3265500;7690500;91;7;25;-1738.2;268.3;408.3;950;268;1;0;1;0;1;1;1;1;1
3265500;7691500;98;3;25;-1675.5;316.0;400.8;873;179;1;0;1;0;1;1;1;0;1
3265500;7692500;160;16;25;-1616.3;367.1;393.0;795;327;1;1;1;1;1;1;1;1;1
3266500;7648500;115;2;10;-1722.2;655.6;258.4;434;41;1;0;1;1;1;1;0;1;1
3266500;7654500;79;1;25;-1758.6;528.6;291.6;604;149;1;0;1;1;1;1;0;1;1
3266500;7655500;100;1;21;-1714.3;591.2;279.1;521;140;1;0;1;1;1;1;0;1;1
3266500;7656500;104;1;13;-1699.1;595.7;279.4;512;45;1;0;1;1;1;1;0;1;1
3266500;7657500;108;1;1;-1702.3;559.9;288.4;558;114;1;0;1;1;1;1;0;1;1
3266500;7669500;107;3;0;-1794.8;380.6;345.0;802;216;1;0;1;0;1;1;1;1;1
3266500;7672500;67;2;0;-1791.1;352.0;355.7;842;141;1;0;1;0;0;1;1;1;1
3266500;7678500;106;4;5;-1795.0;322.2;372.3;892;156;1;1;1;1;1;1;1;1;1
3266500;7679500;126;13;41;-1797.8;293.4;379.9;935;100;1;1;1;0;0;1;1;1;1
3266500;7680500;112;13;28;-1828.5;256.4;389.1;992;134;1;1;1;0;0;1;1;1;1
3266500;7688500;38;1;25;-1792.6;244.6;407.1;997;74;1;0;1;0;0;0;1;0;1
3266500;7689500;73;3;25;-1799.9;237.5;410.6;1009;105;1;1;1;0;1;1;1;0;1
3266500;7691500;99;5;25;-1733.2;263.8;409.5;961;227;1;1;1;0;1;1;1;1;1
3266500;7692500;166;13;25;-1599.7;387.3;387.4;760;259;1;1;1;1;1;1;1;1;1
3266500;7693500;148;14;25;-1668.4;317.0;403.2;877;309;1;0;1;1;1;1;1;1;1
3267500;7650500;91;2;6;-1728.7;632.9;264.1;459;99;1;0;1;1;1;1;0;1;1
3267500;7657500;106;1;0;-1709.6;554.2;288.1;567;103;1;0;1;1;1;1;0;1;1
3267500;7658500;94;1;0;-1727.1;510.6;298.7;626;95;1;0;1;0;1;1;0;1;1
3267500;7659500;88;1;0;-1737.6;490.1;304.5;653;93;1;0;1;0;1;1;0;1;1
3267500;7660500;104;1;0;-1736.7;489.7;306.1;650;82;1;0;1;1;1;1;0;1;1
3267500;7661500;104;1;0;-1735.0;489.3;307.6;650;76;1;0;1;1;1;1;0;1;1
3267500;7662500;98;1;0;-1742.5;473.1;312.6;674;109;1;0;1;1;1;1;0;1;1
3267500;7663500;92;1;0;-1748.6;458.7;317.2;690;96;1;0;1;1;1;1;0;1;1
3267500;7664500;90;1;0;-1752.0;448.9;320.8;701;57;1;0;1;1;1;1;0;1;1
3267500;7665500;102;1;0;-1750.5;444.9;323.2;706;81;1;0;1;1;1;1;0;1;1
3267500;7666500;99;1;0;-1746.8;439.7;325.8;718;83;1;0;1;1;1;1;0;1;1
3267500;7670500;88;0;0;-1703.3;478.6;324.1;654;111;1;0;1;1;1;1;0;1;1
3267500;7671500;103;1;0;-1700.3;466.2;328.6;668;244;1;0;1;1;1;1;0;1;1
3267500;7678500;76;5;5;-1843.1;279.8;379.2;961;144;1;1;1;0;0;1;1;1;1
3267500;7690500;135;11;25;-1729.6;276.7;403.0;936;295;1;1;1;1;1;1;1;1;1
3267500;7691500;179;19;25;-1660.2;340.7;392.5;837;356;1;1;1;1;1;1;1;1;1
3267500;7692500;143;3;25;-1578.7;420.6;379.0;714;286;1;1;1;1;1;1;1;1;1
3268500;7646500;128;2;0;-1732.9;653.8;254.4;436;58;1;0;1;1;1;1;0;1;1
3268500;7647500;146;1;1;-1730.1;654.1;255.3;435;35;1;0;1;1;1;1;0;1;1
3268500;7668500;91;1;0;-1794.6;387.2;339.3;796;145;1;0;1;0;1;1;0;1;1
3268500;7669500;74;1;0;-1800.3;384.3;341.4;797;185;1;0;1;1;1;1;0;1;1
3268500;7670500;126;4;0;-1717.4;471.1;324.5;663;203;1;0;1;0;0;1;1;1;1
3268500;7671500;109;1;0;-1688.0;492.4;321.6;633;134;1;0;1;0;0;1;0;1;1
3268500;7675500;119;2;0;-1737.7;392.2;349.9;776;94;1;0;1;1;1;1;0;1;1
3268500;7677500;47;0;0;-1807.3;319.7;367.9;895;144;1;0;1;0;0;1;0;0;0
3268500;7679500;35;4;43;-1861.8;241.0;387.2;1020;103;0;1;1;0;0;1;0;0;1
3268500;7689500;107;2;25;-1684.8;354.0;384.0;812;229;1;0;1;1;1;1;1;1;1
3268500;7690500;180;19;25;-1625.2;387.5;379.6;757;312;1;1;1;1;1;1;1;1;1
3268500;7691500;121;10;25;-1568.4;445.4;370.1;679;117;1;0;1;1;1;1;0;1;1
3268500;7692500;122;4;25;-1603.8;393.7;382.6;756;285;1;1;1;1;1;1;1;1;1
3268500;7693500;107;6;25;-1693.1;302.7;402.5;897;347;1;1;1;1;1;1;1;1;1
3268500;7698500;100;1;25;-1606.8;313.8;410.9;860;232;1;0;1;0;1;1;0;1;1
3268500;7699500;99;1;25;-1586.9;330.2;409.8;832;202;1;1;1;0;1;1;1;1;1
3269500;7647500;64;1;0;-1735.9;640.7;256.8;458;96;1;0;1;0;1;1;0;1;1
3269500;7671500;110;1;0;-1693.4;491.9;320.4;630;138;1;0;1;1;1;1;0;1;1
3269500;7672500;107;1;0;-1758.1;399.8;341.5;761;190;1;0;1;1;1;1;0;1;1
3269500;7673500;97;2;0;-1763.5;387.5;345.8;778;147;1;0;1;0;1;1;0;1;1
3269500;7674500;103;1;0;-1766.0;375.9;349.9;799;99;1;0;1;0;1;1;0;1;1
3269500;7679500;124;15;21;-1807.3;294.9;374.9;931;195;1;1;1;0;1;1;1;1;1
3269500;7686500;32;0;25;-1701.7;339.4;379.2;846;113;1;0;1;0;1;1;0;1;1
3269500;7687500;65;0;25;-1687.7;353.3;378.4;817;122;1;0;1;0;1;1;0;1;1
3269500;7690500;123;1;25;-1581.1;438.1;367.9;687;90;1;0;1;0;1;1;0;1;1
3269500;7691500;175;15;25;-1601.1;408.4;375.7;730;185;1;1;1;1;1;1;0;1;1
3269500;7692500;106;7;25;-1710.4;293.9;400.3;912;317;1;1;1;1;1;1;1;1;1
3269500;7693500;66;2;25;-1841.0;186.8;426.5;1106;266;1;1;1;0;1;1;1;1;1
3269500;7694500;47;2;25;-1846.4;159.2;436.4;1165;108;1;1;1;0;1;1;1;0;1
3269500;7697500;123;3;25;-1593.7;352.3;399.3;806;183;1;0;1;1;1;0;0;1;1
3269500;7698500;108;7;25;-1617.7;303.7;411.1;879;213;1;1;1;0;1;1;1;1;1
3270500;7647500;61;1;0;-1760.9;592.5;265.6;525;184;1;0;1;0;1;1;0;1;1
3270500;7648500;79;1;0;-1726.3;650.1;254.3;443;64;1;0;1;0;1;1;0;1;1
3270500;7666500;79;1;0;-1829.1;359.6;339.1;845;57;1;0;1;0;1;1;0;1;1
3270500;7668500;36;1;0;-1900.7;300.2;353.8;933;127;0;0;1;0;0;1;1;0;1
3270500;7669500;30;1;0;-1935.6;267.7;361.8;985;101;1;0;1;0;0;1;1;0;1
3270500;7671500;95;1;0;-1697.9;499.8;317.3;621;67;1;0;1;1;1;1;0;1;1
3270500;7673500;84;1;0;-1778.0;377.9;346.2;797;97;1;0;1;0;1;1;0;1;1
3270500;7686500;65;1;36;-1687.4;355.2;374.5;819;146;1;0;1;0;1;1;1;1;1
3270500;7687500;89;0;32;-1646.7;396.4;368.3;750;82;1;0;1;0;1;1;0;1;1
3270500;7689500;89;1;25;-1650.1;388.3;373.8;759;169;1;0;1;1;1;1;0;1;1
3270500;7690500;132;1;25;-1584.3;438.8;366.1;684;95;1;0;1;1;1;1;0;1;1
3270500;7691500;152;9;25;-1632.9;377.8;380.1;774;210;1;0;1;1;1;1;0;1;1
3270500;7692500;135;11;25;-1763.7;253.7;406.8;971;337;0;1;1;1;1;1;1;1;1
3270500;7693500;33;2;25;-1871.4;170.7;429.3;1138;171;0;0;0;0;0;0;1;0;1
3270500;7694500;26;5;25;-1834.0;170.2;431.5;1136;282;0;0;0;0;0;1;1;0;1
3270500;7695500;100;10;25;-1705.0;266.7;410.8;945;400;1;0;1;0;1;1;1;1;1
3270500;7696500;109;2;25;-1583.6;373.7;391.3;771;131;1;0;1;0;0;1;0;1;1
3270500;7697500;106;3;25;-1628.7;325.3;402.9;848;209;1;0;1;0;1;1;1;1;1
3270500;7698500;98;5;25;-1666.4;262.7;417.4;948;163;1;1;1;0;1;1;1;1;1
3271500;7641500;107;1;0;-1715.6;674.3;241.6;426;91;1;0;1;1;1;1;0;1;1
3271500;7642500;116;0;0;-1730.5;645.2;248.5;464;167;1;0;1;1;1;1;0;1;1
3271500;7643500;80;1;0;-1799.6;522.5;275.5;627;232;1;0;1;1;1;1;0;1;1
3271500;7648500;102;1;0;-1735.5;634.0;256.4;466;91;1;0;1;1;1;1;0;1;1
3271500;7667500;76;2;0;-1832.9;358.0;339.5;845;62;1;0;1;0;1;1;1;0;1
3271500;7668500;36;1;0;-1887.4;314.1;349.6;913;137;0;0;1;0;0;1;1;0;1
3271500;7669500;41;1;0;-1935.8;267.8;360.4;988;102;0;0;1;0;0;1;1;0;0
3271500;7671500;95;1;0;-1720.2;482.9;319.4;646;194;1;0;1;1;1;1;0;1;1
3271500;7685500;71;0;56;-1742.6;322.5;377.4;875;215;1;0;1;0;1;1;0;1;1
3271500;7686500;93;0;69;-1643.7;403.9;363.1;741;162;1;0;1;0;1;1;0;1;1
3271500;7687500;89;0;52;-1641.3;406.3;364.8;736;94;1;0;1;0;1;1;0;1;1
3271500;7689500;122;2;25;-1611.1;443.6;361.4;682;150;1;0;1;1;1;1;0;1;1
3271500;7690500;118;1;25;-1595.6;428.6;366.6;700;143;1;0;1;1;1;1;0;1;1
3271500;7691500;96;3;25;-1686.3;332.5;387.1;840;192;1;0;1;1;1;1;0;1;1
3271500;7692500;111;8;25;-1737.9;285.9;398.3;915;206;1;1;1;0;1;1;1;1;1
3271500;7693500;77;7;25;-1823.9;207.2;417.3;1052;228;1;1;1;0;0;1;1;1;1
3271500;7694500;93;6;25;-1730.0;256.3;408.9;961;411;1;1;1;0;1;1;1;1;1
3271500;7695500;119;4;25;-1595.0;375.6;387.2;766;174;1;1;1;0;0;1;0;1;1
3271500;7696500;109;1;25;-1588.0;376.2;389.0;764;105;1;1;1;0;1;1;0;1;1
3271500;7697500;128;4;25;-1625.1;332.1;399.7;836;217;1;1;1;0;1;1;1;1;1
3271500;7699500;17;1;25;-1766.6;177.6;437.4;1112;162;0;0;1;0;0;1;1;0;1
3272500;7641500;92;0;0;-1717.7;673.4;240.7;425;85;1;0;1;1;1;1;0;1;1
3272500;7642500;126;2;0;-1736.2;637.7;249.0;474;174;1;0;1;1;1;1;0;1;1
3272500;7649500;105;1;0;-1735.9;635.1;256.0;464;43;1;0;1;1;1;1;0;1;1
3272500;7667500;79;1;0;-1825.8;368.3;336.1;829;81;1;0;1;0;1;1;0;1;1
3272500;7669500;76;1;0;-1861.5;336.8;345.3;873;219;1;0;1;0;1;1;1;1;1
3272500;7670500;150;7;0;-1749.2;462.8;320.5;679;356;1;1;1;1;1;1;1;1;1
3272500;7671500;108;1;0;-1740.8;462.0;322.4;677;202;1;0;1;1;1;1;0;1;1
3272500;7681500;88;2;43;-1737.4;355.9;361.7;828;86;1;0;1;0;1;1;1;1;1
